Product List Export Only,,,,,,,,,,,,,Date Range 01/07/2007 to 03/07/2026,,,,
Brand,Style,Colour,Size,Description,VAT Rate,Cost,Retail,Season,Supplier,Category,Department,CommCode,,Barcode,SKU,PLU,FashBCode
ASHWOOD,20-186,BROWN/VT,ONE SIZE,handbag with purse,20.00,0.00,89.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,BAGS,,,5060999702779,,0004530100,9900045301005
ASHWOOD,20-207,BROWN/VT,ONE SIZE,rucksack with purse,20.00,0.00,120.00,NO SEASON,FONZ LEATHER STYLES,HANDBAGS,RUCKSACK,,,5060999702762,,0004530200,9900045302002
ASHWOOD,205 HAT,BLACK,XXXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254400,9900022544005
ASHWOOD,205 HAT,BLACK,XXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254401,9900022544012
ASHWOOD,205 HAT,BLACK,XS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254402,9900022544029
ASHWOOD,205 HAT,BLACK,S,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254403,9900022544036
ASHWOOD,205 HAT,BLACK,M,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254404,9900022544043
ASHWOOD,205 HAT,BLACK,L,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254405,9900022544050
ASHWOOD,205 HAT,BLACK,XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254406,9900022544067
ASHWOOD,205 HAT,BLACK,2XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254407,9900022544074
ASHWOOD,205 HAT,BLACK,3XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254408,9900022544081
ASHWOOD,205 HAT,BLACK,4XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254409,9900022544098
ASHWOOD,205 HAT,BLACK,5XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254410,9900022544104
ASHWOOD,205 HAT,BLACK,6XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254411,9900022544111
ASHWOOD,205 HAT,BLACK,7XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254412,9900022544128
ASHWOOD,205 HAT,BLACK,8XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254413,9900022544135
ASHWOOD,205 HAT,BLACK,9XL,LADIES S/SKIN HAT,20.00,0.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0002254414,9900022544142
ASHWOOD,205 HAT,BROWN,XXXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925500,9900009255009
ASHWOOD,205 HAT,BROWN,XXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925501,9900009255016
ASHWOOD,205 HAT,BROWN,XS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925502,9900009255023
ASHWOOD,205 HAT,BROWN,S,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925503,9900009255030
ASHWOOD,205 HAT,BROWN,M,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925504,9900009255047
ASHWOOD,205 HAT,BROWN,L,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925505,9900009255054
ASHWOOD,205 HAT,BROWN,XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925506,9900009255061
ASHWOOD,205 HAT,BROWN,2XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925507,9900009255078
ASHWOOD,205 HAT,BROWN,3XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925508,9900009255085
ASHWOOD,205 HAT,BROWN,4XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925509,9900009255092
ASHWOOD,205 HAT,BROWN,5XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925510,9900009255108
ASHWOOD,205 HAT,BROWN,6XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925511,9900009255115
ASHWOOD,205 HAT,BROWN,7XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925512,9900009255122
ASHWOOD,205 HAT,BROWN,8XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925513,9900009255139
ASHWOOD,205 HAT,BROWN,9XL,LADIES S/SKIN HAT,20.00,0.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000925514,9900009255146
ASHWOOD,205 HAT,DARK-BROWN,XXXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924100,9900009241002
ASHWOOD,205 HAT,DARK-BROWN,XXS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924101,9900009241019
ASHWOOD,205 HAT,DARK-BROWN,XS,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924102,9900009241026
ASHWOOD,205 HAT,DARK-BROWN,S,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924103,9900009241033
ASHWOOD,205 HAT,DARK-BROWN,M,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924104,9900009241040
ASHWOOD,205 HAT,DARK-BROWN,L,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924105,9900009241057
ASHWOOD,205 HAT,DARK-BROWN,XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924106,9900009241064
ASHWOOD,205 HAT,DARK-BROWN,2XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924107,9900009241071
ASHWOOD,205 HAT,DARK-BROWN,3XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924108,9900009241088
ASHWOOD,205 HAT,DARK-BROWN,4XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924109,9900009241095
ASHWOOD,205 HAT,DARK-BROWN,5XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924110,9900009241101
ASHWOOD,205 HAT,DARK-BROWN,6XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924111,9900009241118
ASHWOOD,205 HAT,DARK-BROWN,7XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924112,9900009241125
ASHWOOD,205 HAT,DARK-BROWN,8XL,LADIES S/SKIN HAT,20.00,15.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924113,9900009241132
ASHWOOD,205 HAT,DARK-BROWN,9XL,LADIES S/SKIN HAT,20.00,0.00,39.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0000924114,9900009241149
ASHWOOD,2070,BLACK/VT,NA,L56XH29XW31 IN CM,20.00,62.00,179.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524131,,0000072200,9900000722005
ASHWOOD,2070,BROWN,NA,L56XH29XW31 IN CM,20.00,62.00,145.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524117,,0003364300,9900033643001
ASHWOOD,2070,CHESTNUT/VT,NA,L56XH29XW31 IN CM,20.00,62.00,179.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524148,,0000072100,9900000721008
ASHWOOD,2070,COGNAC/VT,NA,L56XH29XW31 IN CM,20.00,62.00,179.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524124,,0000072300,9900000723002
ASHWOOD,208,BEIGE,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697500,9900036975000
ASHWOOD,208,BEIGE,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697501,9900036975017
ASHWOOD,208,BEIGE,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697502,9900036975024
ASHWOOD,208,BLACK,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696300,9900036963007
ASHWOOD,208,BLACK,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696301,9900036963014
ASHWOOD,208,BLACK,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696302,9900036963021
ASHWOOD,208,BROWN,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696600,9900036966008
ASHWOOD,208,BROWN,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696601,9900036966015
ASHWOOD,208,BROWN,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696602,9900036966022
ASHWOOD,208,BROWN/BRISSA,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696900,9900036969009
ASHWOOD,208,BROWN/BRISSA,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696901,9900036969016
ASHWOOD,208,BROWN/BRISSA,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003696902,9900036969023
ASHWOOD,208,STONE,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697800,9900036978001
ASHWOOD,208,STONE,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697801,9900036978018
ASHWOOD,208,STONE,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697802,9900036978025
ASHWOOD,208,TAN/CREAM,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003700800,9900037008004
ASHWOOD,208,TAN/CREAM,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003700801,9900037008011
ASHWOOD,208,TAN/CREAM,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003700802,9900037008028
ASHWOOD,208,TOBACCO,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697200,9900036972009
ASHWOOD,208,TOBACCO,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697201,9900036972016
ASHWOOD,208,TOBACCO,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003697202,9900036972023
ASHWOOD,208,WHISKY,S/M,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003698100,9900036981001
ASHWOOD,208,WHISKY,L/XL,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003698101,9900036981018
ASHWOOD,208,WHISKY,XXS/XS,SHEEPSKIN HAT,20.00,0.00,69.99,NO SEASON,FONZ LEATHER STYLES,HATS,S SKIN,,,,,0003698102,9900036981025
ASHWOOD,2080,BLACK/VT,NA,L24XH14XH11 IN CM,20.00,18.00,74.99,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,5060474524025,,0000072400,9900000724009
ASHWOOD,2080,BROWN/TUM,NA,L24XH14XH11 IN CM,20.00,18.00,74.99,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,5060474523998,,0000074200,9900000742003
ASHWOOD,2080,CHESTNUT/VT,NA,L24XH14XH11 IN CM,20.00,18.00,74.99,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,5060474524018,,0000072500,9900000725006
ASHWOOD,2080,COGNAC/VT,NA,L24XH14XH11 IN CM,20.00,18.00,74.99,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,5060474524001,,0000072600,9900000726003
ASHWOOD,2081,BLACK/VT,NA,L65XH31XW34 IN CM,20.00,70.00,195.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474523165,,0000071900,9900000719005
ASHWOOD,2081,CHESTNUT/VT,NA,L65XH31XW34 IN CM,20.00,70.00,195.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524193,,0000071800,9900000718008
ASHWOOD,2081,COGNAC/VT,NA,L65XH31XW34 IN CM,20.00,70.00,195.00,NO SEASON,FONZ LEATHER STYLES,LUGGAGE,HOLDALL,,,5060474524155,,0000072000,9900000720001
ASHWOOD,2085,BLACK,NA,L26XH15XW3 IN CM,20.00,18.00,45.00,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,,,0001223100,9900012231007
ASHWOOD,2085,COGNAC,NA,L26XH15XW3 IN CM,20.00,18.00,45.00,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,,,0001223200,9900012232004
ASHWOOD,2085,TAN/COL,NA,L26XH15XW3 IN CM,20.00,18.00,45.00,NO SEASON,FONZ LEATHER STYLES,MAN BAG,M BAG,,,,,0000077100,9900000771003
ASHWOOD,2101,BLACK,XXXS,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362200,9900013622002
ASHWOOD,2101,BLACK,XXS,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362201,9900013622019
ASHWOOD,2101,BLACK,XS,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362202,9900013622026
ASHWOOD,2101,BLACK,S,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990723,,0001362203,9900013622033
ASHWOOD,2101,BLACK,M,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990730,,0001362204,9900013622040
ASHWOOD,2101,BLACK,L,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990747,,0001362205,9900013622057
ASHWOOD,2101,BLACK,XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990754,,0001362206,9900013622064
ASHWOOD,2101,BLACK,2XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990761,,0001362207,9900013622071
ASHWOOD,2101,BLACK,3XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990778,,0001362208,9900013622088
ASHWOOD,2101,BLACK,4XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404723,,0001362209,9900013622095
ASHWOOD,2101,BLACK,5XL,BIKER STYLE,20.00,60.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404730,,0001362210,9900013622101
ASHWOOD,2101,BLACK,6XL,BIKER STYLE,20.00,60.00,319.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404747,,0001362211,9900013622118
ASHWOOD,2101,BLACK,7XL,BIKER STYLE,20.00,60.00,339.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362212,9900013622125
ASHWOOD,2101,BLACK,8XL,BIKER STYLE,20.00,60.00,359.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362213,9900013622132
ASHWOOD,2101,BLACK,9XL,BIKER STYLE,20.00,0.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0001362214,9900013622149
ASHWOOD,2101,GREY,XXXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953400,9900049534003
ASHWOOD,2101,GREY,XXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953401,9900049534010
ASHWOOD,2101,GREY,XS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953402,9900049534027
ASHWOOD,2101,GREY,S,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404815,,0004953403,9900049534034
ASHWOOD,2101,GREY,M,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404822,,0004953404,9900049534041
ASHWOOD,2101,GREY,L,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404839,,0004953405,9900049534058
ASHWOOD,2101,GREY,XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404846,,0004953406,9900049534065
ASHWOOD,2101,GREY,2XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404853,,0004953407,9900049534072
ASHWOOD,2101,GREY,3XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404860,,0004953408,9900049534089
ASHWOOD,2101,GREY,4XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404877,,0004953409,9900049534096
ASHWOOD,2101,GREY,5XL,BIKER STYLE,20.00,60.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404884,,0004953410,9900049534102
ASHWOOD,2101,GREY,6XL,BIKER STYLE,20.00,60.00,319.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404891,,0004953411,9900049534119
ASHWOOD,2101,GREY,7XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953412,9900049534126
ASHWOOD,2101,GREY,8XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953413,9900049534133
ASHWOOD,2101,GREY,9XL,BIKER STYLE,20.00,0.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004953414,9900049534140
ASHWOOD,2101,navada,XXXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936000,9900049360008
ASHWOOD,2101,navada,XXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936001,9900049360015
ASHWOOD,2101,navada,XS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936002,9900049360022
ASHWOOD,2101,navada,S,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990785,,0004936003,9900049360039
ASHWOOD,2101,navada,M,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990792,,0004936004,9900049360046
ASHWOOD,2101,navada,L,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990808,,0004936005,9900049360053
ASHWOOD,2101,navada,XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990815,,0004936006,9900049360060
ASHWOOD,2101,navada,2XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990822,,0004936007,9900049360077
ASHWOOD,2101,navada,3XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990839,,0004936008,9900049360084
ASHWOOD,2101,navada,4XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404754,,0004936009,9900049360091
ASHWOOD,2101,navada,5XL,BIKER STYLE,20.00,60.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404761,,0004936010,9900049360107
ASHWOOD,2101,navada,6XL,BIKER STYLE,20.00,60.00,319.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404778,,0004936011,9900049360114
ASHWOOD,2101,navada,7XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936012,9900049360121
ASHWOOD,2101,navada,8XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936013,9900049360138
ASHWOOD,2101,navada,9XL,BIKER STYLE,20.00,0.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004936014,9900049360145
ASHWOOD,2101,TAN/WAXY,XXXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004937500,9900049375002
ASHWOOD,2101,TAN/WAXY,XXS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004937501,9900049375019
ASHWOOD,2101,TAN/WAXY,XS,BIKER STYLE,20.00,60.00,159.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,,,0004937502,9900049375026
ASHWOOD,2101,TAN/WAXY,S,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990846,,0004937503,9900049375033
ASHWOOD,2101,TAN/WAXY,M,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990853,,0004937504,9900049375040
ASHWOOD,2101,TAN/WAXY,L,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990860,,0004937505,9900049375057
ASHWOOD,2101,TAN/WAXY,XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990877,,0004937506,9900049375064
ASHWOOD,2101,TAN/WAXY,2XL,BIKER STYLE,20.00,60.00,239.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990884,,0004937507,9900049375071
ASHWOOD,2101,TAN/WAXY,3XL,BIKER STYLE,20.00,60.00,259.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5061042990891,,0004937508,9900049375088
ASHWOOD,2101,TAN/WAXY,4XL,BIKER STYLE,20.00,60.00,279.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404785,,0004937509,9900049375095
ASHWOOD,2101,TAN/WAXY,5XL,BIKER STYLE,20.00,60.00,299.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404792,,0004937510,9900049375101
ASHWOOD,2101,TAN/WAXY,6XL,BIKER STYLE,20.00,60.00,319.00,NO SEASON,FONZ LEATHER STYLES,MENS JACKETS,LEATHER JACKET,,,5056798404808,,0004937511,9900049375118
